"id","groupId","Authors","title","journal","volume","pages","date","bookTitle","note","publisher","editors","institution","tech","address"
"134","fahlman1988a"," S.E. Fahlman. "," Faster-learning variations on back-propagation: An empirical study. ","","",""," 1988. "," In Proceedings of the 1988 Connectionist Models Summer School, ","","","","","",""
"135","fahlman1988a"," Scott E. Fahlman, ","   Faster-Learning Variations on Back-Propagation: An Empirical Study, ","",""," 38-51, ",""," in Proceedings of the 1988 Connectionist Models Summer School, Pitts-burg (1988), ",""," Morgan Kaufmann. ","","","",""
"136","fahlman1988a"," S. Fahlman. "," Faster-learning variations on backpropagation: an empirical study. ","",""," pages 38-51. "," 1988. "," Proceedings of the 1988 Connectionist Models Summer School, ",""," Morgan-Kauffman,"," In D. Touretzky, G. Hinton, and T. Sejnowsky, editors, ","","",""
"137","fahlman1988a"," S. Fahlman. "," Faster-learning variations on backpropagation: an empirical study. ","",""," pages 38-51. "," 1988. "," Proceedings of the 1988 Connectionist Models Summer School, ",""," Morgan-Kauffman,"," In D. Touretzky, G. Hinton, and T. Sejnowsky, editors, ","","",""
"138","fahlman1988a"," S. Fahlman. "," Faster-learning variations on back-propagation: An empirical study. ","","",""," 1988. "," In Connectionist Models Summer School, ","","",""," Carnegie Mellon, ","",""
"139","fahlman1988a"," S. E. Fahlman, "," Faster-learning variations on back-propagation: An empirical study, ","","",""," 1988. "," in Proceedings of the 1988 Connectionist Models Summer School, ",""," Morgan Kaufmann, ","","","",""
"140","fahlman1988a"," S. E. Fahlman, "," Faster-learning variations on backpropagation: An empirical study, ","",""," pp. 38-51. "," 1988, "," in Proceedings of the 1988 Connectionist Models Summer School, ",""," Morgan Kaufmann, "," D. S. Touretzky, G. E. Hinton, and T. J. Sejnowski,Eds. ","",""," San Mateo, CA: "
"141","fahlman1988a"," S. E. Fahlman. "," Fast-learning variations on back-propagation: An empirical study. ","",""," pages 38-51, "," 1988."," Connectionist Models Summer School: 1988 Proceedings, ",""," Morgan Kaufmann.  "," In D. S. Touretzky, G. E. Hinton, and Sejnowski, editors, ","",""," San Mateo, CA,"
"142","fahlman1988a"," S. E. "," Fahlman (1988): Faster-Learning Variations on Back-Propagation: An Empirical Study, ","","","",""," in Proceedings of the 1988 Connectionist Summer School, ",""," Morgan Kauf-mann. ","","","",""
"143","fahlman1988a"," S. E. "," Fahlman (1988): Faster-Learning Variations on BackPropagation: An Empirical Study, ","","","",""," in Proceedings of the 1988 Connectionist Models Summer School, ",""," Morgan Kauf-mann. ","","","",""
"144","fahlman1988a"," Fahlman, S.E. "," Fast Learning Variations on Backpropagation: An Empirical Study, ","",""," pp. 38-51, "," (1989), "," In proceedings of the 1988 Connectionist Models Summer School, ",""," Sejnowski, "," Eds. D.S. Touretzky, G. Hinton and T. ","",""," San Mateo: "
"145","fahlman1988a"," Scott Fahlman, ","   Faster-Learning Variations on Back Propagation: An Empirical Study, ","","",""," 1988. "," In Proceedings of the 1988 Connectionist Models Summer School. ",""," Morgan Kaufmann, ","","","",""
"146","fahlman1988b 2."," S.E. Fahlman, "," An empirical study of learning speed in backpropagation networks, ","","",""," (1988).","","","",""," Carnegie Mellon University"," Technical Report CMU-CS-88-162, ",""
"147","fahlman1988b 6."," Scott E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," September ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA, "
"148","fahlman1988b"," Fahlman S. E. "," An empirical study of learning speed in backpropagation networks, ","","",""," (1988): ","","","",""," Computer Science Dept., "," Technical Report CMU-CS-88-162 , Carnegie-Mellon University, "," Pittsburgh, PA. "
"149","fahlman1988b"," Fahlman, S. E. "," An empirical study of learning speed in backpropagation networks. ","","",""," (1988)","","","","","Department of Computer Science, Carnegie-Mellon University, "," Technical Report CMU-CS-88-182. ","Pittsburg, PA. "
"150","fahlman1988b"," Fahlman, S. E. "," An empirical study of learning speed in back-propagation networks, ","","",""," (1988), ","","","",""," Carnegie Mel-lon University. "," Technical Report CMU-CS-88-162, ",""
"151","fahlman1988b"," Fahlman, S. E. "," An empirical study of learning speed in back-propagation networks. ","","",""," (1988). ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA. "
"152","fahlman1988b"," Fahlman, S. E. "," An empirical study of learning speed in backpropagation networks. ","","",""," (1988). ","","","",""," Computer Science Department, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA. "
"153","fahlman1988b"," Fahlman, S. E. "," An empirical study of learning speed in backpropagation networks. ","","",""," (1988). ","","","",""," Computer Science Department, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA. "
"154","fahlman1988b"," Fahlman, S. E. "," An empirical study of learning speed in backpropagation networks. ","","",""," (1988). ","","","",""," Computer Science Department, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA. "
"155","fahlman1988b"," Fahlman, S. E. "," An empirical study of learning speed in backpropagation networks. ","","",""," (1988). ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA 15213. "
"156","fahlman1988b"," Fahlman, S. E. "," An Empirical Study of Learning Speed in Backpropagation Networks. ","","",""," 1988. ","","","","","School of Computer Science, Carnegie Mellon University,"," Technical Report CMU-CS-88-162, ","Pittsburgh, PA. "
"157","fahlman1988b"," Fahlman, S.E. "," (1988) An Empirical Study of Learning Speed in BackPropagation Networks (CMU-CS-88-162), ","","","","","","","",""," Department of Computer Science, Carnegie Mellon University, "," Technical Report, "," Pittsburgh, PA. "
"158","fahlman1988b"," Fahlman, S.E. "," An empirical study of learning speed in back-propagation networks, ","","",""," (1988)","","","",""," School of Computer Science, Carnegie Mellon University. "," CMU-CS-88-162, ",""
"159","fahlman1988b"," Fahlman, Scott. "," An empirical study of learning speed in back-propagation networks. ","","",""," 1988. ","","","",""," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",""
"160","fahlman1988b"," Fahlman, Scott. "," An empirical study of learning speed in back-propagation networks. ","","",""," 1988. ","","","",""," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",""
"161","fahlman1988b"," Fahlman, Scott. "," An empirical study of learning speed in back-propagation networks. ","","",""," 1988. ","","","",""," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",""
"162","fahlman1988b"," Fahlman, Scott. "," An empirical study of learning speed in back-propagation networks. ","","",""," 1988. ","","","",""," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",""
"163","fahlman1988b"," S. E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," 1988. ","","","",""," Computer Science Department - Carnegie-Mellon, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA - USA, "
"164","fahlman1988b"," Fahlman, S.E. "," An Empirical Study of Learning Speed in Back-Propagation Networks. ","","",""," 1988. "," In Proceedings of the 1988 Connectionist Models Summer School. ",""," Morgan-Kaufmann. ","","","",""
"165","fahlman1988b"," Fahlman, S.E. "," An Empirical Study of Learning Speed in Back-Propagation Networks. ","","",""," 1988. "," In Proceedings of the 1988 Connectionist Models Summer School. ",""," Morgan-Kaufmann. ","","","",""
"166","fahlman1988b"," Scott E. Fahlman. "," An empirical strudy of learning speed in back-propagation networks. ","","",""," September ","","","",""," CMU Department of Computer Science, "," Technical Report CMU-CS-88-162, ",""
"167","fahlman1988b"," S. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," 1988. ","","","",""," Carnegie Mellon University, "," Technical report, ",""
"168","fahlman1988b"," S. E. Fahlman, ","   An Empirical Study of Learning Speed in Backpropagation Networks, ","","",""," (1988). ","","","",""," School of Computer Science, Carnegie Mellon University, Pitts-burgh, "," Tech--nical Report CMU-CS-88-162, "," PA, "
"169","fahlman1988b"," S. E. Fahlman, ","   An empirical study of learning speed in back-propagation networks, ","","",""," June ","","","",""," CMU-CS-88-162, Computer Science Department, Carnegie Mellon University, Pitts-burgh, "," Tech. Rep. ",""
"170","fahlman1988b"," S.E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," 1988. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",""
"171","fahlman1988b"," S. E. Fahlman, ","   An Empirical Study of Learning Speed in Backpropagation Networks, ","","","","(1998)","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, USA "
"172","fahlman1988b"," Scott E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," September ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA, "
"173","fahlman1988b"," S. E. Fahlman, "," An Empirical Study of Learning Speed in Back-Propagation Networks, ","","",""," 1988. ","","","",""," CMU-CS-TR-88-162, Carnegie Mellon University, "," Technical Report, ",""
"174","fahlman1988b"," S. E. Fahlman, "," An Empirical Study of Learning Speed in Back-Propagation Networks, ","","",""," 1988. ","","","",""," CMU-CS-TR-88-162, Carnegie Mellon University, "," Technical Report, ",""
"175","fahlman1988b"," Scott E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," September ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA 15213, "
"176","fahlman1988b"," Scott E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," September ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA, "
"177","fahlman1988b"," Fahlman, S.: "," An Empirical Study of Learning Speed in Back-Propagation Networks, ","","",""," September ","","","",""," Carnegie Mellon University, "," CMU-CS-88-162, "," Pittsburgh, PA, "
"178","fahlman1988b"," S. E. Fahlman. "," An empirical study of learning speed in back propagation networks. ","","",""," 1988. ","","","","",""," Technical Report CMU-CS-88-162, Carnegie-Mellon Universtity Technical Report, ",""
"179","fahlman1988b"," S.E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," June ","","","","",""," Tech Report CMU-CS-88-162, ",""
"180","fahlman1988b"," Fahlman, S.E. "," An empirical study of learning speed in backpropagation networks, ","","",""," 1988. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA, "
"181","fahlman1988b"," S. Fahlman, ","   An Empirical Study of Learning Speed in Back-Propagation Networks, ","","",""," June ","","","","",""," CMU Tech Report CMU-CS-88-162, ",""
"182","fahlman1988b"," S. E. Fahlman, ","   An Empirical Study of Learning Speed in Back-propagation Networks, ","","","","(1988). ","","","",""," Carnegie-Mellon Computer Science Rpt."," CMU-CS-88-162",""
"183","fahlman1988b"," Fahlman, S.E., ","   An empirical study of learning speed in back-propagation networks, ","","",""," 1988. ","","","",""," Carnegie-Mellon University, "," Report CMU-CS-88-182, "," Pittsburgh, PA, "
"184","fahlman1988b"," S. E. Fahlman. "," An empirical study of learning speed in backpropagation networks. ","","",""," 1988. ","","","",""," Carnegie-Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA, "
"185","fahlman1988b"," Scott E. Fahlman. "," An empirical study of learning speed in back-propagation networks. ","","",""," September ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, "," Pittsburgh, PA, "
"186","fahlman1988b"," S. E. Fahlman, "," of Learning Speed in Back-Propagation Networks, ","","",""," 1988, ","","","","","","CMU-CS-88-162. ",""
"187","fahlman1988b"," Fahlman, Scott E. ","   An Empirical Study of Learning Speed in Back-Propagation Networks. ","","",""," 1988. ","","","",""," Computer Science Department, Carnegie Mellon University, "," Technical Report CMU-CS-88-162. "," Pittsburgh, PA. "
"188","fahlman1988b"," Fahlman, Scott E., ","   An Empirical Study of Learnin g Speed in BackPropagation Networks,Technical Report CMU-CS-88-162, ","","",""," 1988. ","","","",""," Carnegie Mellon University, Computer Science Department","","Pittsburgh, PA, "
"189","fahlman1988b"," Scott Fahlman, ","   An Empirical Study of Learning Speed in BackPropagation Networks, ","","",""," June ","","","",""," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",""
"190","fahlman1988b"," Scott Fahlman, ","   An Empirical Study of Learning Speed in BackPropagation Networks, ","","",""," June ","","","",""," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",""
"191","fahlman1988b"," Scott Fahlman, ","   An Empirical Study of Learning Speed in BackPropagation Networks, ","","",""," June ","","","",""," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",""
"192","fahlman1990a 5."," Fahlman, S.E. and Lebiere, C., "," The Cascade-Correlation Learning Architecture, ","","",""," 1991. ","","","",""," Carnegie-Mellon University, "," (technical report), CMU-CS-90-100,","Pittsburgh, PA:"
"193","fahlman1990a 5."," S.E. Fahlman and C. Lebiere: "," The Cascade-Correlation Learning Architecture, ","","",""," 1991. ","","","",""," Carnegie-Mellon University, "," (technical report), CMU-CS-90-100,"," Pittsburgh, PA:"
"194","fahlman1990a 5."," S.E. Fahlman and C. Lebiere: "," The Cascade-Correlation Learning Architecture, ","","",""," 1991. ","","","","","Carnegie-Mellon University, "," (technical report),  CMU-CS-90-100,"," Pittsburgh, PA: "
"195","fahlman1990a"," Fahlman, S. E. & Lebiere, C. "," The Cascade-Correlation learning architec ture, ","","",""," (1990), ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, "," Pittsburgh, PA 15213. "
"196","fahlman1990a"," Fahlman, S. E. & Lebiere, C. "," The Cascade-Correlation learning architecture, ","","",""," (1990), ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, "," Pittsburgh, PA 15213. "
"197","fahlman1990a"," Fahlman, S. E. and Lebiere,C. "," The cascade-correlation learning architecture. ","","","","  (1990).","","","",""," Carnegie-Mellon Universtity. "," Technical Report CMU-CS-90-100. ",""
"198","fahlman1990a"," Fahlman, S. E. and Lebiere, C. "," The Cascade-Correlation learning architecture. ","","",""," (1990). ","","","",""," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, "," Pittsburgh, PA 15213. "
